unit_id,total_cycles,RUL,setting1,setting2,setting3,condition_id
10.0052,0.252,0.0,100.0,489.05,604.4,239
10.0053,0.2519,0.0,100.0,489.05,605.37,292
10.0054,0.252,0.0,100.0,489.05,604.62,252
10.0055,0.252,0.0,100.0,489.05,605.84,304
10.0056,0.2519,0.0,100.0,489.05,604.83,264
10.0057,0.2519,0.0,100.0,489.05,605.31,290
10.0058,0.252,0.0,100.0,489.05,605.02,275
10.0059,0.2518,0.0,100.0,489.05,605.67,300
10.006,0.252,0.0,100.0,489.05,604.31,234
10.0061,0.252,0.0,100.0,489.05,605.05,278
10.0062,0.2519,0.0,100.0,489.05,605.22,284
10.0063,0.2519,0.0,100.0,489.05,605.3,289
10.0064,0.252,0.0,100.0,489.05,605.78,301
10.0065,0.252,0.0,100.0,489.05,605.17,283
10.0066,0.252,0.0,100.0,489.05,605.25,287
10.0067,0.2519,0.0,100.0,489.05,604.98,272
10.0068,0.2519,0.0,100.0,489.05,605.23,285
10.0069,0.252,0.0,100.0,489.05,604.93,269
10.007,0.2519,0.0,100.0,489.05,604.39,238
10.0071,0.2519,0.0,100.0,489.05,604.94,270
10.0072,0.2519,0.0,100.0,489.05,604.49,244
10.0073,0.2519,0.0,100.0,489.05,604.52,246
10.0074,0.2519,0.0,100.0,489.05,604.45,242
10.0075,0.252,0.0,100.0,489.05,604.91,267
10.0076,0.2519,0.0,100.0,489.05,604.84,265
10.0077,0.252,0.0,100.0,489.05,605.1,280
10.0078,0.252,0.0,100.0,489.05,605.13,281
10.0079,0.2519,0.0,100.0,489.05,604.33,236
10.008,0.252,0.0,100.0,489.05,604.49,244
19.998,0.702,0.0,100.0,491.19,608.01,365
19.9981,0.702,0.0,100.0,491.19,607.2,325
19.9982,0.702,0.0,100.0,491.19,608.1,369
19.9983,0.7019,0.0,100.0,491.19,607.93,363
19.9984,0.702,0.0,100.0,491.19,607.82,358
19.9985,0.7019,0.0,100.0,491.19,607.82,358
19.9986,0.702,0.0,100.0,491.19,607.25,327
19.9987,0.7019,0.0,100.0,491.19,607.62,345
19.9988,0.702,0.0,100.0,491.19,607.46,337
19.9989,0.702,0.0,100.0,491.19,607.19,324
19.999,0.702,0.0,100.0,491.19,607.12,319
19.9991,0.702,0.0,100.0,491.19,608.11,370
19.9992,0.702,0.0,100.0,491.19,606.93,312
19.9993,0.702,0.0,100.0,491.19,607.68,348
19.9994,0.702,0.0,100.0,491.19,607.73,353
19.9995,0.7019,0.0,100.0,491.19,607.61,344
19.9996,0.702,0.0,100.0,491.19,606.92,311
19.9997,0.702,0.0,100.0,491.19,607.25,327
19.9998,0.702,0.0,100.0,491.19,607.73,353
19.9999,0.702,0.0,100.0,491.19,607.4,334
20.0,0.702,0.0,100.0,491.19,606.91,310
20.0001,0.702,0.0,100.0,491.19,607.19,324
20.0002,0.702,0.0,100.0,491.19,607.12,319
20.0003,0.702,0.0,100.0,491.19,607.67,347
20.0004,0.702,0.0,100.0,491.19,607.16,322
20.0005,0.702,0.0,100.0,491.19,608.0,364
20.0006,0.702,0.0,100.0,491.19,607.22,326
20.0007,0.702,0.0,100.0,491.19,607.7,350
20.0008,0.7019,0.0,100.0,491.19,608.15,372
20.0009,0.702,0.0,100.0,491.19,607.25,327
20.001,0.702,0.0,100.0,491.19,607.1,317
20.0011,0.7018,0.0,100.0,491.19,607.51,340
20.0012,0.702,0.0,100.0,491.19,607.26,328
20.0013,0.702,0.0,100.0,491.19,607.91,362
20.0014,0.702,0.0,100.0,491.19,606.94,313
20.0015,0.702,0.0,100.0,491.19,607.88,360
20.0016,0.702,0.0,100.0,491.19,606.85,309
20.0017,0.702,0.0,100.0,491.19,607.7,350
20.0018,0.702,0.0,100.0,491.19,607.69,349
20.0019,0.702,0.0,100.0,491.19,607.32,331
20.002,0.702,0.0,100.0,491.19,607.44,336
20.0021,0.702,0.0,100.0,491.19,608.63,380
20.0022,0.702,0.0,100.0,491.19,607.54,341
20.0023,0.702,0.0,100.0,491.19,607.71,351
20.0024,0.702,0.0,100.0,491.19,607.89,361
20.0025,0.702,0.0,100.0,491.19,608.28,375
20.0026,0.702,0.0,100.0,491.19,607.25,327
20.0027,0.702,0.0,100.0,491.19,607.6,343
20.0028,0.702,0.0,100.0,491.19,608.58,379
20.0029,0.702,0.0,100.0,491.19,607.58,342
20.003,0.702,0.0,100.0,491.19,607.34,332
20.0031,0.7019,0.0,100.0,491.19,607.17,323
20.0032,0.7019,0.0,100.0,491.19,608.03,366
20.0033,0.702,0.0,100.0,491.19,607.16,322
20.0034,0.702,0.0,100.0,491.19,607.32,331
20.0035,0.702,0.0,100.0,491.19,607.4,334
20.0036,0.702,0.0,100.0,491.19,607.69,349
20.0037,0.702,0.0,100.0,491.19,608.06,367
20.0038,0.702,0.0,100.0,491.19,607.17,323
20.0039,0.7019,0.0,100.0,491.19,607.8,357
20.004,0.7019,0.0,100.0,491.19,607.09,316
20.0041,0.702,0.0,100.0,491.19,607.8,357
20.0042,0.7018,0.0,100.0,491.19,607.15,321
20.0043,0.702,0.0,100.0,491.19,607.8,357
20.0044,0.702,0.0,100.0,491.19,608.19,374
20.0045,0.7019,0.0,100.0,491.19,608.28,375
20.0046,0.702,0.0,100.0,491.19,606.65,308
20.0047,0.7019,0.0,100.0,491.19,608.47,378
20.0048,0.7018,0.0,100.0,491.19,607.37,333
20.0049,0.702,0.0,100.0,491.19,607.11,318
20.005,0.702,0.0,100.0,491.19,607.72,352
20.0051,0.702,0.0,100.0,491.19,607.47,338
20.0052,0.702,0.0,100.0,491.19,607.04,315
20.0053,0.702,0.0,100.0,491.19,607.31,330
20.0054,0.702,0.0,100.0,491.19,607.28,329
20.0055,0.702,0.0,100.0,491.19,607.02,314
20.0056,0.702,0.0,100.0,491.19,606.59,307
20.0057,0.702,0.0,100.0,491.19,607.32,331
20.0058,0.7019,0.0,100.0,491.19,607.75,354
20.0059,0.7019,0.0,100.0,491.19,607.13,320
20.006,0.7019,0.0,100.0,491.19,607.78,355
20.0061,0.702,0.0,100.0,491.19,608.09,368
20.0062,0.7019,0.0,100.0,491.19,608.42,377
20.0063,0.702,0.0,100.0,491.19,607.48,339
20.0064,0.7018,0.0,100.0,491.19,607.13,320
20.0065,0.702,0.0,100.0,491.19,607.46,337
20.0066,0.702,0.0,100.0,491.19,607.34,332
20.0067,0.702,0.0,100.0,491.19,607.83,359
20.0068,0.702,0.0,100.0,491.19,608.03,366
20.0069,0.7019,0.0,100.0,491.19,607.79,356
20.007,0.702,0.0,100.0,491.19,607.43,335
20.0071,0.702,0.0,100.0,491.19,608.14,371
20.0072,0.7019,0.0,100.0,491.19,607.89,361
20.0073,0.702,0.0,100.0,491.19,607.69,349
20.0074,0.7019,0.0,100.0,491.19,607.44,336
20.0075,0.702,0.0,100.0,491.19,607.89,361
20.0076,0.702,0.0,100.0,491.19,608.17,373
20.0077,0.702,0.0,100.0,491.19,606.92,311
20.0078,0.7019,0.0,100.0,491.19,608.35,376
20.0079,0.7018,0.0,100.0,491.19,607.66,346
20.008,0.7019,0.0,100.0,491.19,607.78,355
24.998,0.6218,0.0,60.0,462.54,536.47,13
24.9981,0.6219,0.0,60.0,462.54,536.66,24
24.9982,0.622,0.0,60.0,462.54,536.88,39
24.9983,0.622,0.0,60.0,462.54,536.41,9
24.9984,0.6219,0.0,60.0,462.54,536.85,37
24.9985,0.6219,0.0,60.0,462.54,536.63,22
24.9986,0.6219,0.0,60.0,462.54,536.46,12
24.9987,0.622,0.0,60.0,462.54,536.76,30
24.9988,0.622,0.0,60.0,462.54,537.31,66
24.9989,0.6219,0.0,60.0,462.54,536.53,17
24.999,0.622,0.0,60.0,462.54,537.13,56
24.9991,0.6219,0.0,60.0,462.54,536.79,32
24.9992,0.622,0.0,60.0,462.54,536.85,37
24.9993,0.6217,0.0,60.0,462.54,537.19,59
24.9994,0.6219,0.0,60.0,462.54,536.75,29
24.9995,0.622,0.0,60.0,462.54,536.77,31
24.9996,0.6219,0.0,60.0,462.54,536.71,27
24.9997,0.6219,0.0,60.0,462.54,536.21,1
24.9998,0.6219,0.0,60.0,462.54,536.83,35
24.9999,0.622,0.0,60.0,462.54,536.85,37
25.0,0.622,0.0,60.0,462.54,536.52,16
25.0001,0.622,0.0,60.0,462.54,536.87,38
25.0002,0.622,0.0,60.0,462.54,536.79,32
25.0003,0.6219,0.0,60.0,462.54,537.33,67
25.0004,0.622,0.0,60.0,462.54,537.31,66
25.0005,0.6219,0.0,60.0,462.54,537.07,53
25.0006,0.622,0.0,60.0,462.54,536.63,22
25.0007,0.6219,0.0,60.0,462.54,537.03,50
25.0008,0.6219,0.0,60.0,462.54,537.44,69
25.0009,0.622,0.0,60.0,462.54,536.69,25
25.001,0.622,0.0,60.0,462.54,536.43,11
25.0011,0.622,0.0,60.0,462.54,537.44,69
25.0012,0.6219,0.0,60.0,462.54,537.72,72
25.0013,0.622,0.0,60.0,462.54,536.58,20
25.0014,0.6219,0.0,60.0,462.54,536.28,4
25.0015,0.622,0.0,60.0,462.54,536.48,14
25.0016,0.622,0.0,60.0,462.54,536.69,25
25.0017,0.622,0.0,60.0,462.54,536.46,12
25.0018,0.622,0.0,60.0,462.54,536.8,33
25.0019,0.6218,0.0,60.0,462.54,537.3,65
25.002,0.622,0.0,60.0,462.54,537.03,50
25.0021,0.622,0.0,60.0,462.54,536.8,33
25.0022,0.622,0.0,60.0,462.54,536.9,41
25.0023,0.622,0.0,60.0,462.54,537.02,49
25.0024,0.622,0.0,60.0,462.54,536.41,9
25.0025,0.6219,0.0,60.0,462.54,536.57,19
25.0026,0.6218,0.0,60.0,462.54,537.23,62
25.0027,0.6219,0.0,60.0,462.54,536.99,46
25.0028,0.6219,0.0,60.0,462.54,537.18,58
25.0029,0.622,0.0,60.0,462.54,536.7,26
25.003,0.622,0.0,60.0,462.54,537.3,65
25.0031,0.6219,0.0,60.0,462.54,536.34,6
25.0032,0.622,0.0,60.0,462.54,536.7,26
25.0033,0.622,0.0,60.0,462.54,536.91,42
25.0034,0.6219,0.0,60.0,462.54,536.3,5
25.0035,0.622,0.0,60.0,462.54,536.81,34
25.0036,0.6219,0.0,60.0,462.54,537.04,51
25.0037,0.622,0.0,60.0,462.54,536.24,2
25.0038,0.622,0.0,60.0,462.54,537.63,71
25.0039,0.622,0.0,60.0,462.54,536.43,11
25.004,0.622,0.0,60.0,462.54,537.08,54
25.0041,0.6219,0.0,60.0,462.54,537.27,63
25.0042,0.622,0.0,60.0,462.54,537.17,57
25.0043,0.622,0.0,60.0,462.54,536.8,33
25.0044,0.6217,0.0,60.0,462.54,537.2,60
25.0045,0.6219,0.0,60.0,462.54,537.02,49
25.0046,0.622,0.0,60.0,462.54,536.97,45
25.0047,0.622,0.0,60.0,462.54,537.29,64
25.0048,0.622,0.0,60.0,462.54,536.87,38
25.0049,0.622,0.0,60.0,462.54,536.89,40
25.005,0.6219,0.0,60.0,462.54,536.95,43
25.0051,0.6219,0.0,60.0,462.54,536.74,28
25.0052,0.622,0.0,60.0,462.54,536.4,8
25.0053,0.622,0.0,60.0,462.54,536.49,15
25.0054,0.622,0.0,60.0,462.54,537.19,59
25.0055,0.6219,0.0,60.0,462.54,536.52,16
25.0056,0.622,0.0,60.0,462.54,537.29,64
25.0057,0.6219,0.0,60.0,462.54,536.96,44
25.0058,0.622,0.0,60.0,462.54,537.01,48
25.0059,0.622,0.0,60.0,462.54,537.55,70
25.006,0.622,0.0,60.0,462.54,536.99,46
25.0061,0.622,0.0,60.0,462.54,536.55,18
25.0062,0.6219,0.0,60.0,462.54,536.37,7
25.0063,0.6219,0.0,60.0,462.54,537.05,52
25.0064,0.622,0.0,60.0,462.54,537.22,61
25.0065,0.622,0.0,60.0,462.54,536.84,36
25.0066,0.6219,0.0,60.0,462.54,536.66,24
25.0067,0.622,0.0,60.0,462.54,536.64,23
25.0068,0.6219,0.0,60.0,462.54,536.6,21
25.0069,0.622,0.0,60.0,462.54,537.12,55
25.007,0.6219,0.0,60.0,462.54,537.2,60
25.0071,0.6219,0.0,60.0,462.54,536.12,0
25.0072,0.6219,0.0,60.0,462.54,537.4,68
25.0073,0.622,0.0,60.0,462.54,537.0,47
25.0074,0.622,0.0,60.0,462.54,536.63,22
25.0075,0.622,0.0,60.0,462.54,536.47,13
25.0076,0.6219,0.0,60.0,462.54,536.57,19
25.0077,0.6219,0.0,60.0,462.54,536.25,3
25.0078,0.6219,0.0,60.0,462.54,536.84,36
25.0079,0.6219,0.0,60.0,462.54,536.8,33
25.008,0.6217,0.0,60.0,462.54,536.42,10
34.998,0.842,0.0,100.0,449.44,555.63,180
34.9981,0.842,0.0,100.0,449.44,555.92,195
34.9982,0.8419,0.0,100.0,449.44,556.14,208
34.9983,0.842,0.0,100.0,449.44,555.32,159
34.9984,0.8418,0.0,100.0,449.44,556.43,220
34.9985,0.842,0.0,100.0,449.44,556.09,206
34.9986,0.842,0.0,100.0,449.44,555.3,158
34.9987,0.842,0.0,100.0,449.44,555.61,178
34.9988,0.842,0.0,100.0,449.44,555.8,192
34.9989,0.8418,0.0,100.0,449.44,555.52,171
34.999,0.842,0.0,100.0,449.44,555.29,157
34.9991,0.842,0.0,100.0,449.44,555.99,200
34.9992,0.842,0.0,100.0,449.44,555.36,162
34.9993,0.842,0.0,100.0,449.44,555.11,150
34.9994,0.842,0.0,100.0,449.44,555.37,163
34.9995,0.842,0.0,100.0,449.44,555.36,162
34.9996,0.842,0.0,100.0,449.44,555.45,167
34.9997,0.842,0.0,100.0,449.44,555.77,190
34.9998,0.842,0.0,100.0,449.44,555.98,199
34.9999,0.842,0.0,100.0,449.44,555.2,153
35.0,0.842,0.0,100.0,449.44,555.43,165
35.0001,0.842,0.0,100.0,449.44,555.07,147
35.0002,0.842,0.0,100.0,449.44,556.2,211
35.0003,0.842,0.0,100.0,449.44,555.42,164
35.0004,0.8418,0.0,100.0,449.44,556.26,213
35.0005,0.842,0.0,100.0,449.44,555.94,196
35.0006,0.842,0.0,100.0,449.44,555.94,196
35.0007,0.842,0.0,100.0,449.44,556.59,223
35.0008,0.8419,0.0,100.0,449.44,555.61,178
35.0009,0.842,0.0,100.0,449.44,555.32,159
35.001,0.8418,0.0,100.0,449.44,555.44,166
35.0011,0.842,0.0,100.0,449.44,555.46,168
35.0012,0.842,0.0,100.0,449.44,555.16,152
35.0013,0.842,0.0,100.0,449.44,555.15,151
35.0014,0.842,0.0,100.0,449.44,556.56,222
35.0015,0.8419,0.0,100.0,449.44,555.56,174
35.0016,0.8419,0.0,100.0,449.44,555.96,198
35.0017,0.842,0.0,100.0,449.44,555.85,193
35.0018,0.842,0.0,100.0,449.44,555.94,196
35.0019,0.842,0.0,100.0,449.44,555.95,197
35.002,0.842,0.0,100.0,449.44,556.01,202
35.0021,0.842,0.0,100.0,449.44,555.09,148
35.0022,0.842,0.0,100.0,449.44,556.68,224
35.0023,0.8419,0.0,100.0,449.44,556.79,226
35.0024,0.8419,0.0,100.0,449.44,556.33,215
35.0025,0.8419,0.0,100.0,449.44,555.33,160
35.0026,0.842,0.0,100.0,449.44,556.07,205
35.0027,0.8419,0.0,100.0,449.44,556.15,209
35.0028,0.8419,0.0,100.0,449.44,555.27,155
35.0029,0.842,0.0,100.0,449.44,555.34,161
35.003,0.8419,0.0,100.0,449.44,555.76,189
35.0031,0.8419,0.0,100.0,449.44,555.58,176
35.0032,0.842,0.0,100.0,449.44,555.77,190
35.0033,0.8419,0.0,100.0,449.44,555.28,156
35.0034,0.842,0.0,100.0,449.44,556.41,219
35.0035,0.842,0.0,100.0,449.44,555.78,191
35.0036,0.842,0.0,100.0,449.44,556.0,201
35.0037,0.8419,0.0,100.0,449.44,555.85,193
35.0038,0.8419,0.0,100.0,449.44,555.9,194
35.0039,0.842,0.0,100.0,449.44,555.23,154
35.004,0.842,0.0,100.0,449.44,555.47,169
35.0041,0.8419,0.0,100.0,449.44,555.96,198
35.0042,0.8419,0.0,100.0,449.44,555.59,177
35.0043,0.842,0.0,100.0,449.44,555.62,179
35.0044,0.842,0.0,100.0,449.44,554.97,146
35.0045,0.842,0.0,100.0,449.44,555.73,187
35.0046,0.842,0.0,100.0,449.44,556.43,220
35.0047,0.8419,0.0,100.0,449.44,555.75,188
35.0048,0.8418,0.0,100.0,449.44,556.02,203
35.0049,0.842,0.0,100.0,449.44,556.15,209
35.005,0.842,0.0,100.0,449.44,555.48,170
35.0051,0.8419,0.0,100.0,449.44,556.06,204
35.0052,0.8419,0.0,100.0,449.44,555.71,186
35.0053,0.842,0.0,100.0,449.44,555.56,174
35.0054,0.8419,0.0,100.0,449.44,556.48,221
35.0055,0.8419,0.0,100.0,449.44,556.25,212
35.0056,0.8419,0.0,100.0,449.44,555.95,197
35.0057,0.8419,0.0,100.0,449.44,556.13,207
35.0058,0.842,0.0,100.0,449.44,555.64,181
35.0059,0.8419,0.0,100.0,449.44,554.89,145
35.006,0.8419,0.0,100.0,449.44,555.1,149
35.0061,0.8418,0.0,100.0,449.44,555.7,185
35.0062,0.8419,0.0,100.0,449.44,555.65,182
35.0063,0.842,0.0,100.0,449.44,555.9,194
35.0064,0.842,0.0,100.0,449.44,555.8,192
35.0065,0.842,0.0,100.0,449.44,556.37,218
35.0066,0.842,0.0,100.0,449.44,555.57,175
35.0067,0.842,0.0,100.0,449.44,556.74,225
35.0068,0.8417,0.0,100.0,449.44,555.54,173
35.0069,0.8419,0.0,100.0,449.44,556.36,217
35.007,0.842,0.0,100.0,449.44,555.68,184
35.0071,0.842,0.0,100.0,449.44,556.36,217
35.0072,0.842,0.0,100.0,449.44,556.17,210
35.0073,0.842,0.0,100.0,449.44,555.65,182
35.0074,0.842,0.0,100.0,449.44,556.34,216
35.0075,0.842,0.0,100.0,449.44,556.13,207
35.0076,0.842,0.0,100.0,449.44,555.53,172
35.0077,0.842,0.0,100.0,449.44,555.34,161
35.0078,0.842,0.0,100.0,449.44,556.29,214
35.0079,0.8419,0.0,100.0,449.44,555.65,182
35.008,0.842,0.0,100.0,449.44,555.66,183
41.998,0.8418,0.0,100.0,445.0,549.46,100
41.9981,0.842,0.0,100.0,445.0,549.1,79
41.9982,0.842,0.0,100.0,445.0,549.9,129
41.9983,0.8419,0.0,100.0,445.0,549.65,114
41.9984,0.842,0.0,100.0,445.0,548.99,76
41.9985,0.842,0.0,100.0,445.0,549.58,111
41.9986,0.8419,0.0,100.0,445.0,549.93,132
41.9987,0.842,0.0,100.0,445.0,549.44,99
41.9988,0.842,0.0,100.0,445.0,549.68,116
41.9989,0.842,0.0,100.0,445.0,549.22,87
41.999,0.842,0.0,100.0,445.0,550.04,136
41.9991,0.842,0.0,100.0,445.0,549.88,128
41.9992,0.842,0.0,100.0,445.0,550.1,140
41.9993,0.8419,0.0,100.0,445.0,549.44,99
41.9994,0.8419,0.0,100.0,445.0,549.39,95
41.9995,0.842,0.0,100.0,445.0,549.33,91
41.9996,0.8419,0.0,100.0,445.0,549.76,122
41.9997,0.842,0.0,100.0,445.0,548.89,73
41.9998,0.842,0.0,100.0,445.0,550.09,139
41.9999,0.8419,0.0,100.0,445.0,549.69,117
42.0,0.842,0.0,100.0,445.0,549.12,81
42.0001,0.842,0.0,100.0,445.0,549.36,92
42.0002,0.842,0.0,100.0,445.0,548.97,75
42.0003,0.842,0.0,100.0,445.0,550.31,143
42.0004,0.842,0.0,100.0,445.0,549.37,93
42.0005,0.842,0.0,100.0,445.0,549.52,106
42.0006,0.842,0.0,100.0,445.0,549.39,95
42.0007,0.842,0.0,100.0,445.0,549.48,102
42.0008,0.842,0.0,100.0,445.0,549.99,135
42.0009,0.8419,0.0,100.0,445.0,549.59,112
42.001,0.842,0.0,100.0,445.0,549.66,115
42.0011,0.842,0.0,100.0,445.0,549.33,91
42.0012,0.842,0.0,100.0,445.0,549.53,107
42.0013,0.842,0.0,100.0,445.0,549.5,104
42.0014,0.8419,0.0,100.0,445.0,549.79,124
42.0015,0.842,0.0,100.0,445.0,549.86,127
42.0016,0.842,0.0,100.0,445.0,549.91,130
42.0017,0.842,0.0,100.0,445.0,549.7,118
42.0018,0.842,0.0,100.0,445.0,549.07,78
42.0019,0.842,0.0,100.0,445.0,549.38,94
42.002,0.842,0.0,100.0,445.0,549.47,101
42.0021,0.842,0.0,100.0,445.0,549.99,135
42.0022,0.8419,0.0,100.0,445.0,549.26,90
42.0023,0.842,0.0,100.0,445.0,549.75,121
42.0024,0.842,0.0,100.0,445.0,549.91,130
42.0025,0.842,0.0,100.0,445.0,549.94,133
42.0026,0.842,0.0,100.0,445.0,549.23,88
42.0027,0.8419,0.0,100.0,445.0,549.81,126
42.0028,0.842,0.0,100.0,445.0,549.68,116
42.0029,0.842,0.0,100.0,445.0,549.81,126
42.003,0.842,0.0,100.0,445.0,549.18,84
42.0031,0.842,0.0,100.0,445.0,550.28,142
42.0032,0.842,0.0,100.0,445.0,549.48,102
42.0033,0.8418,0.0,100.0,445.0,550.08,138
42.0034,0.842,0.0,100.0,445.0,548.94,74
42.0035,0.8419,0.0,100.0,445.0,549.75,121
42.0036,0.842,0.0,100.0,445.0,549.16,83
42.0037,0.842,0.0,100.0,445.0,549.78,123
42.0038,0.842,0.0,100.0,445.0,549.26,90
42.0039,0.842,0.0,100.0,445.0,549.56,109
42.004,0.842,0.0,100.0,445.0,549.62,113
42.0041,0.8419,0.0,100.0,445.0,549.19,85
42.0042,0.842,0.0,100.0,445.0,550.12,141
42.0043,0.8419,0.0,100.0,445.0,549.74,120
42.0044,0.8419,0.0,100.0,445.0,549.91,130
42.0045,0.842,0.0,100.0,445.0,549.23,88
42.0046,0.842,0.0,100.0,445.0,549.44,99
42.0047,0.842,0.0,100.0,445.0,549.23,88
42.0048,0.8419,0.0,100.0,445.0,550.12,141
42.0049,0.8419,0.0,100.0,445.0,549.91,130
42.005,0.842,0.0,100.0,445.0,550.07,137
42.0051,0.842,0.0,100.0,445.0,549.92,131
42.0052,0.8419,0.0,100.0,445.0,550.49,144
42.0053,0.842,0.0,100.0,445.0,549.36,92
42.0054,0.842,0.0,100.0,445.0,549.8,125
42.0055,0.8419,0.0,100.0,445.0,549.47,101
