unit_id,total_cycles,RUL,setting1,setting2,setting3,condition_id
0.003,0.0006,0.0,100.0,518.67,642.84,81
0.0031,0.0005,0.0,100.0,518.67,641.96,16
0.0032,0.0005,0.0,100.0,518.67,641.79,7
0.0033,0.0005,0.0,100.0,518.67,642.4,50
0.0034,0.0005,0.0,100.0,518.67,642.14,29
0.0035,0.0006,0.0,100.0,518.67,642.07,25
0.0036,0.0005,0.0,100.0,518.67,641.76,6
0.0037,0.0005,0.0,100.0,518.67,642.04,23
0.0038,0.0006,0.0,100.0,518.67,642.01,21
0.0039,0.0005,0.0,100.0,518.67,642.24,38
0.004,0.0006,0.0,100.0,518.67,641.99,19
0.0041,0.0005,0.0,100.0,518.67,642.44,54
0.0042,0.0006,0.0,100.0,518.67,642.34,44
0.0043,0.0005,0.0,100.0,518.67,641.82,9
0.0044,0.0005,0.0,100.0,518.67,642.46,56
0.0045,0.0005,0.0,100.0,518.67,642.63,68
0.0046,0.0005,0.0,100.0,518.67,643.78,106
0.0047,0.0006,0.0,100.0,518.67,642.25,39
0.0048,0.0005,0.0,100.0,518.67,641.95,15
0.0049,0.0004,0.0,100.0,518.67,641.98,18
0.005,0.0005,0.0,100.0,518.67,642.1,26
0.0051,0.0005,0.0,100.0,518.67,642.54,61
0.0052,0.0005,0.0,100.0,518.67,641.57,2
0.0053,0.0005,0.0,100.0,518.67,642.37,47
0.0054,0.0005,0.0,100.0,518.67,643.07,92
0.0055,0.0004,0.0,100.0,518.67,641.86,10
0.0056,0.0005,0.0,100.0,518.67,643.25,99
0.0057,0.0004,0.0,100.0,518.67,642.44,54
0.0058,0.0004,0.0,100.0,518.67,641.68,4
0.0059,0.0005,0.0,100.0,518.67,642.59,65
0.006,0.0004,0.0,100.0,518.67,642.44,54
0.0061,0.0002,0.0,100.0,518.67,642.37,47
0.0062,0.0003,0.0,100.0,518.67,642.27,40
0.0063,0.0005,0.0,100.0,518.67,641.81,8
0.0064,0.0006,0.0,100.0,518.67,642.81,79
0.0065,0.0003,0.0,100.0,518.67,642.39,49
0.0066,0.0005,0.0,100.0,518.67,642.48,57
0.0067,0.0,0.0,100.0,518.67,643.03,89
0.0068,0.0005,0.0,100.0,518.67,643.05,91
0.0069,0.0005,0.0,100.0,518.67,641.66,3
0.007,0.0004,0.0,100.0,518.67,642.55,62
0.0071,0.0001,0.0,100.0,518.67,642.28,41
0.0072,0.0004,0.0,100.0,518.67,642.37,47
0.0073,-0.0004,0.0,100.0,518.67,643.15,97
0.0074,0.0004,0.0,100.0,518.67,642.7,72
0.0076,-0.0001,0.0,100.0,518.67,642.04,23
0.0077,-0.0003,0.0,100.0,518.67,643.02,88
0.0083,-0.0001,0.0,100.0,518.67,644.01,108
0.0087,0.0005,0.0,100.0,518.67,643.68,104
