unit_id,total_cycles,RUL,setting1,setting2,setting3,condition_id
-0.0004,0.0006,0.0,100.0,518.67,642.32,47
-0.0003,0.0007,0.0,100.0,518.67,642.43,54
-0.0002,0.0006,0.0,100.0,518.67,642.37,50
-0.0001,0.0006,0.0,100.0,518.67,642.52,62
0.0,0.0006,0.0,100.0,518.67,642.16,34
0.0001,0.0006,0.0,100.0,518.67,642.62,71
0.0002,0.0006,0.0,100.0,518.67,642.61,70
0.0003,0.0005,0.0,100.0,518.67,642.44,55
0.0004,0.0005,0.0,100.0,518.67,643.04,95
0.0005,0.0007,0.0,100.0,518.67,642.12,31
0.0006,0.0006,0.0,100.0,518.67,642.45,56
0.0007,0.0006,0.0,100.0,518.67,642.22,39
0.0008,0.0006,0.0,100.0,518.67,642.5,61
0.0009,0.0006,0.0,100.0,518.67,642.66,74
0.001,0.0006,0.0,100.0,518.67,642.44,55
0.0011,0.0005,0.0,100.0,518.67,642.24,41
0.0012,0.0005,0.0,100.0,518.67,642.45,56
0.0013,0.0007,0.0,100.0,518.67,643.71,108
0.0014,0.0006,0.0,100.0,518.67,642.37,50
0.0015,0.0005,0.0,100.0,518.67,642.49,60
0.0016,0.0005,0.0,100.0,518.67,641.68,3
0.0017,0.0006,0.0,100.0,518.67,642.85,85
0.0018,0.0007,0.0,100.0,518.67,642.11,30
0.0019,0.0006,0.0,100.0,518.67,642.42,53
0.002,0.0005,0.0,100.0,518.67,642.69,75
0.0021,0.0005,0.0,100.0,518.67,642.13,32
0.0022,0.0006,0.0,100.0,518.67,642.71,77
0.0023,0.0005,0.0,100.0,518.67,642.34,48
0.0024,0.0005,0.0,100.0,518.67,641.68,3
0.0025,0.0006,0.0,100.0,518.67,642.64,72
0.0026,0.0005,0.0,100.0,518.67,642.28,43
0.0027,0.0007,0.0,100.0,518.67,642.8,83
0.0028,0.0006,0.0,100.0,518.67,641.53,0
0.0029,0.0006,0.0,100.0,518.67,642.7,76
0.003,0.0006,0.0,100.0,518.67,642.37,50
0.0031,0.0005,0.0,100.0,518.67,642.47,58
0.0032,0.0005,0.0,100.0,518.67,642.58,68
0.0033,0.0005,0.0,100.0,518.67,642.66,74
0.0034,0.0005,0.0,100.0,518.67,643.07,97
0.0035,0.0006,0.0,100.0,518.67,641.94,17
0.0036,0.0005,0.0,100.0,518.67,642.6,69
0.0037,0.0006,0.0,100.0,518.67,642.44,55
0.0038,0.0006,0.0,100.0,518.67,643.07,97
0.0039,0.0005,0.0,100.0,518.67,642.41,52
0.004,0.0006,0.0,100.0,518.67,642.49,60
0.0041,0.0006,0.0,100.0,518.67,643.11,100
0.0042,0.0005,0.0,100.0,518.67,641.92,15
0.0043,0.0005,0.0,100.0,518.67,641.93,16
0.0044,0.0006,0.0,100.0,518.67,643.08,98
0.0045,0.0005,0.0,100.0,518.67,643.46,107
0.0046,0.0005,0.0,100.0,518.67,641.86,11
0.0047,0.0005,0.0,100.0,518.67,642.15,33
0.0048,0.0005,0.0,100.0,518.67,642.38,51
0.0049,0.0006,0.0,100.0,518.67,642.07,26
0.005,0.0004,0.0,100.0,518.67,643.4,105
0.0051,0.0005,0.0,100.0,518.67,642.75,80
0.0052,0.0005,0.0,100.0,518.67,642.73,78
0.0053,0.0005,0.0,100.0,518.67,642.26,42
0.0054,0.0005,0.0,100.0,518.67,641.84,9
0.0055,0.0005,0.0,100.0,518.67,642.48,59
0.0056,0.0004,0.0,100.0,518.67,641.93,16
0.0057,0.0004,0.0,100.0,518.67,642.02,22
0.0058,0.0004,0.0,100.0,518.67,641.99,20
0.0059,0.0005,0.0,100.0,518.67,642.98,92
0.006,0.0005,0.0,100.0,518.67,641.98,19
0.0061,0.0005,0.0,100.0,518.67,641.8,7
0.0062,0.0004,0.0,100.0,518.67,642.66,74
0.0063,0.0004,0.0,100.0,518.67,643.09,99
0.0064,0.0003,0.0,100.0,518.67,643.12,101
0.0065,0.0003,0.0,100.0,518.67,641.6,1
0.0066,0.0004,0.0,100.0,518.67,642.89,87
0.0067,0.0005,0.0,100.0,518.67,642.12,31
0.0068,0.0004,0.0,100.0,518.67,643.02,94
0.0069,0.0005,0.0,100.0,518.67,642.96,90
0.007,0.0003,0.0,100.0,518.67,642.84,84
0.0071,0.0004,0.0,100.0,518.67,641.79,6
0.0072,0.0005,0.0,100.0,518.67,642.15,33
0.0073,0.0001,0.0,100.0,518.67,642.21,38
0.0074,-0.0004,0.0,100.0,518.67,642.02,22
0.0076,0.0004,0.0,100.0,518.67,642.55,65
0.0077,-0.0003,0.0,100.0,518.67,643.91,109
0.0078,-0.0004,0.0,100.0,518.67,642.61,70
0.008,-0.0,0.0,100.0,518.67,641.82,8
0.0086,-0.0001,0.0,100.0,518.67,642.31,46
